id,nameFirst,nameLast,time,Math,Chemistry,History,Computer Science,French,Biology,Physics
crosendo732,Cesar,Rosendo,20,"{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}"
bluckenbau225,Blanch,Luckenbaugh,15,"{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}"
dmanora293,Dann,Manora,20,"{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 3}"
aleitner287,Anjelica,Leitner,20,"{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 3}"
fglista759,Frances,Glista,5,"{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 3}"
dguglielmi815,Danial,Guglielmi,25,"{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 4}"
jzillman51,Jonna,Zillman,15,"{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 1}"
rschlangen624,Roy,Schlangen,20,"{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 2}"
sbrunston473,Sylvester,Brunston,10,"{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 2}"
mwinge782,Milton,Winge,20,"{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 4, 'preference': 4}"
ccockfield61,Chad,Cockfield,5,"{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 4}"
sshular432,Simon,Shular,10,"{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 5}"
mfrietas29,Maurice,Frietas,15,"{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 4}"
asimril281,Arnoldo,Simril,15,"{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 2}"
jfreme150,Jerald,Freme,20,"{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 5}"
ccahn207,Charles,Cahn,5,"{'rating': 3, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 2}"
mscaringe151,Michal,Scaringe,30,"{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 4}"
npuskas575,Nannie,Puskas,10,"{'rating': 4, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 5}"
mscharler58,Mckinley,Scharler,20,"{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 3}"
ptrbovich511,Perry,Trbovich,25,"{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 3}"
cabdul999,Carolyne,Abdul,20,"{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 3}"
dkolikas756,Daron,Kolikas,25,"{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 1}"
mzidek940,Mariel,Zidek,20,"{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 3}"
mpisula650,Melina,Pisula,15,"{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 2}"
mholes548,Malissa,Holes,20,"{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 5}"
vcourson664,Virgina,Courson,25,"{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 4}"
yraudenbus775,Yadira,Raudenbush,25,"{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 5, 'preference': 4}"
wlebarron40,Whitney,Lebarron,20,"{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 1}"
veagen236,Valentine,Eagen,15,"{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}"
iorganek579,Isidro,Organek,25,"{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 2}"
mpetta818,Martin,Petta,25,"{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 4}"
ckarvis461,Carli,Karvis,15,"{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 4}"
ahagenbaug362,Aline,Hagenbaugh,10,"{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 3}"
elorio684,Elton,Lorio,10,"{'rating': 1, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 5}"
lpinela497,Louisa,Pinela,25,"{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 5}"
cbohnenkam931,Cristopher,Bohnenkamp,15,"{'rating': 5, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}"
ebudzyna68,Efren,Budzyna,10,"{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 1}"
dmckale416,Duane,Mckale,25,"{'rating': 1, 'preference': 3}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 5}"
lloske303,Lashay,Loske,10,"{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 5}"
wdamm105,Winford,Damm,25,"{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 4}"
lbarbo857,Landon,Barbo,20,"{'rating': 2, 'preference': 3}","{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 4}"
jdhondt61,Jarod,Dhondt,10,"{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 3}"
wbyan587,Werner,Byan,30,"{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 1}"
kbortz128,Kyla,Bortz,25,"{'rating': 1, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 4}"
corpen184,Carrie,Orpen,20,"{'rating': 3, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}"
ktrader335,Kristine,Trader,5,"{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 5}"
dteece843,Daron,Teece,10,"{'rating': 3, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}"
cpilgrim737,Clyde,Pilgrim,30,"{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 5, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 1}"
rpeper727,Renato,Peper,15,"{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 1}","{'rating': 1, 'preference': 2}","{'rating': 5, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 1, 'preference': 4}"
waroca80,Willian,Aroca,25,"{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 4, 'preference': 2}"
dsiniard255,Doria,Siniard,20,"{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 3}"
abiedenben604,Adolfo,Biedenbender,5,"{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 1}"
qvandevent278,Quinn,Vandeventer,25,"{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 4}","{'rating': 2, 'preference': 4}"
esilbaugh240,Edie,Silbaugh,20,"{'rating': 4, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 3, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 2, 'preference': 5}"
achristoph396,Anibal,Christophel,5,"{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 2}"
aslothower177,Ayana,Slothower,10,"{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 1}"
wbecnel691,Wendell,Becnel,10,"{'rating': 3, 'preference': 2}","{'rating': 4, 'preference': 3}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 4}","{'rating': 4, 'preference': 4}"
dkeay200,Dannette,Keay,25,"{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 1}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 4}","{'rating': 1, 'preference': 2}","{'rating': 3, 'preference': 5}"
btacheny822,Brant,Tacheny,20,"{'rating': 4, 'preference': 4}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 5}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 1}"
iamarillas156,Ismael,Amarillas,15,"{'rating': 4, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 1, 'preference': 4}","{'rating': 4, 'preference': 3}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 1, 'preference': 5}"
planum501,Porter,Lanum,10,"{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 2, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 5, 'preference': 1}","{'rating': 4, 'preference': 5}","{'rating': 5, 'preference': 3}"
slockie447,Sydney,Lockie,30,"{'rating': 5, 'preference': 2}","{'rating': 1, 'preference': 4}","{'rating': 2, 'preference': 2}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 3}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 3}"
sgiuliano784,So,Giuliano,5,"{'rating': 1, 'preference': 4}","{'rating': 5, 'preference': 3}","{'rating': 4, 'preference': 2}","{'rating': 4, 'preference': 1}","{'rating': 5, 'preference': 3}","{'rating': 2, 'preference': 3}","{'rating': 4, 'preference': 2}"
dcruson17,Dario,Cruson,5,"{'rating': 3, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 4}","{'rating': 4, 'preference': 1}"
rkoffman75,Rima,Koffman,25,"{'rating': 3, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 1}","{'rating': 1, 'preference': 1}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}"
dbevacqua231,Domingo,Bevacqua,15,"{'rating': 5, 'preference': 5}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 1, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 3}"
dfechter575,Dannie,Fechter,10,"{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 5}","{'rating': 5, 'preference': 1}"
ejudie399,Edgar,Judie,25,"{'rating': 5, 'preference': 4}","{'rating': 5, 'preference': 2}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 3}","{'rating': 1, 'preference': 3}"
sbelstad492,Soila,Belstad,15,"{'rating': 5, 'preference': 5}","{'rating': 4, 'preference': 5}","{'rating': 4, 'preference': 1}","{'rating': 4, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 2, 'preference': 2}"
aroider792,Antonia,Roider,5,"{'rating': 4, 'preference': 2}","{'rating': 3, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 2}","{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 3}"
mmoat849,Merrill,Moat,5,"{'rating': 2, 'preference': 5}","{'rating': 2, 'preference': 1}","{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 1, 'preference': 5}","{'rating': 5, 'preference': 1}","{'rating': 2, 'preference': 4}"
bpohlmann165,Brittny,Pohlmann,25,"{'rating': 4, 'preference': 4}","{'rating': 5, 'preference': 4}","{'rating': 3, 'preference': 4}","{'rating': 1, 'preference': 3}","{'rating': 2, 'preference': 5}","{'rating': 3, 'preference': 4}","{'rating': 3, 'preference': 2}"
kgeryol925,Kathryne,Geryol,20,"{'rating': 1, 'preference': 1}","{'rating': 3, 'preference': 3}","{'rating': 2, 'preference': 2}","{'rating': 1, 'preference': 1}","{'rating': 1, 'preference': 4}","{'rating': 3, 'preference': 3}","{'rating': 3, 'preference': 5}"
